49985.0	-150.163	2730.14	0.1
49969.9837	-150.32600000000002	2730.14	0.2
49954.9511	-150.48900000000003	2730.14	0.30000000000000004
49939.9022	-150.65200000000004	2730.14	0.4
49924.837	-150.81500000000005	2730.14	0.5
49909.7555	-150.97800000000007	2730.14	0.6
49894.657699999996	-151.14100000000008	2730.14	0.7
49879.5436	-151.3040000000001	2730.14	0.7999999999999999
49864.413199999995	-151.4670000000001	2730.14	0.8999999999999999
49849.2665	-151.6300000000001	2730.14	0.9999999999999999
49834.1035	-151.79300000000012	2730.14	1.0999999999999999
49818.924199999994	-151.95600000000013	2730.14	1.2
49803.728599999995	-152.11900000000014	2730.14	1.3
49788.51669999999	-152.28200000000015	2730.14	1.4000000000000001
49773.288499999995	-152.44500000000016	2730.14	1.5000000000000002
49758.043999999994	-152.60800000000017	2730.14	1.6000000000000003
49742.78319999999	-152.77100000000019	2730.14	1.7000000000000004
49727.50609999999	-152.9340000000002	2730.14	1.8000000000000005
49712.21269999999	-153.0970000000002	2730.14	1.9000000000000006
49696.90299999999	-153.26000000000022	2730.14	2.0000000000000004
49681.57699999999	-153.42300000000023	2730.14	2.1000000000000005
49666.23469999999	-153.58600000000024	2730.14	2.2000000000000006
49650.876099999994	-153.74900000000025	2730.14	2.3000000000000007
49635.50119999999	-153.91200000000026	2730.14	2.400000000000001
49620.10999999999	-154.07500000000027	2730.14	2.500000000000001
49604.70249999999	-154.23800000000028	2730.14	2.600000000000001
49589.278699999995	-154.4010000000003	2730.14	2.700000000000001
49573.838599999995	-154.5640000000003	2730.14	2.800000000000001
49558.38219999999	-154.72700000000032	2730.14	2.9000000000000012
49542.909499999994	-154.89000000000033	2730.14	3.0000000000000013
49527.42049999999	-155.05300000000034	2730.14	3.1000000000000014
49511.915199999996	-155.21600000000035	2730.14	3.2000000000000015
49496.393599999996	-155.37900000000036	2730.14	3.3000000000000016
49480.85569999999	-155.54200000000037	2730.14	3.4000000000000017
49465.301499999994	-155.70500000000038	2730.14	3.5000000000000018
49449.73099999999	-155.8680000000004	2730.14	3.600000000000002
49434.144199999995	-156.0310000000004	2730.14	3.700000000000002
49418.541099999995	-156.19400000000041	2730.14	3.800000000000002
49402.92169999999	-156.35700000000043	2730.14	3.900000000000002
49387.28599999999	-156.52000000000044	2730.14	4.000000000000002
49371.63399999999	-156.68300000000045	2730.14	4.100000000000001
49355.96569999999	-156.84600000000046	2730.14	4.200000000000001
49340.28109999999	-157.00900000000047	2730.14	4.300000000000001
49324.58019999999	-157.17200000000048	2730.14	4.4
49308.86299999999	-157.3350000000005	2730.14	4.5
49293.12949999999	-157.4980000000005	2730.14	4.6
49277.37969999999	-157.6610000000005	2730.14	4.699999999999999
49261.61359999999	-157.82400000000052	2730.14	4.799999999999999
49245.831199999986	-157.98700000000053	2730.14	4.899999999999999
49230.03249999999	-158.15000000000055	2730.14	4.999999999999998
49214.217499999984	-158.31300000000056	2730.14	5.099999999999998
49198.386199999986	-158.47600000000057	2730.14	5.1999999999999975
49182.538599999985	-158.63900000000058	2730.14	5.299999999999997
49166.67469999999	-158.8020000000006	2730.14	5.399999999999997
49150.79449999999	-158.9650000000006	2730.14	5.4999999999999964
49134.89799999999	-159.1280000000006	2730.14	5.599999999999996
49118.98519999999	-159.29100000000062	2730.14	5.699999999999996
49103.05609999999	-159.45400000000063	2730.14	5.799999999999995
49087.11069999999	-159.61700000000064	2730.14	5.899999999999995
49071.14899999999	-159.78000000000065	2730.14	5.999999999999995
49055.17099999999	-159.94300000000067	2730.14	6.099999999999994
